City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
197,cill airne,52.05,-9.5167,13.69,87,100,3.22,IE,1693164575
198,haiku-pauwela,20.9219,-156.3051,26.81,71,1,3.58,US,1693164575
199,dryden,49.7833,-92.7503,21.16,60,40,5.14,CA,1693164575
200,lethem,3.3803,-59.7968,35.41,39,65,1.54,GY,1693164576
201,naze,28.3667,129.4833,25.51,85,1,5.57,JP,1693164576
202,talnakh,69.4865,88.3972,12.32,70,100,3.31,RU,1693164576
203,sayat,38.7839,63.8803,19.93,26,0,4.39,TM,1693164576
204,cidreira,-30.1811,-50.2056,13.03,51,5,5.69,BR,1693164576
205,esperanza,19.5847,-70.9849,31.32,49,78,1.58,DO,1693164577
206,puerto maldonado,-12.6,-69.1833,28.22,44,20,2.06,PE,1693164577
207,wuchang,44.9143,127.15,13.85,93,86,2.01,CN,1693164577
208,kyabram,-36.3167,145.05,6.04,90,13,1.93,AU,1693164577
209,rizokarpaso,35.6,34.375,27.21,71,0,5.54,CY,1693164577
210,nema,57.5067,50.5011,6.75,93,100,4.68,RU,1693164577
211,pirallahi,40.4723,50.333,26.08,68,5,6.07,AZ,1693164577
212,saint-philippe,-21.3585,55.7679,21.77,81,19,4.08,RE,1693164577
213,chonchi,-42.6128,-73.8092,8.56,95,100,4.42,CL,1693164578
214,zavodskoy,43.4597,132.2922,17.77,93,100,1.0,RU,1693164578
215,bata,1.8639,9.7658,25.07,89,98,3.37,GQ,1693164578
216,severo-yeniseyskiy,60.3725,93.0408,8.82,76,100,1.02,RU,1693164578
217,tazovsky,67.4667,78.7,9.5,97,100,2.46,RU,1693164578
218,koster,-25.863,26.8976,8.42,48,0,2.41,ZA,1693164578
219,"las vegas, santa barbara",36.175,-115.1372,39.31,14,0,3.58,US,1693164555
220,hami,42.8,93.45,29.22,16,0,9.91,CN,1693164521
221,manakara,-22.1333,48.0167,20.8,92,3,2.5,MG,1693164579
222,amper,9.35,9.7,22.79,87,100,2.23,NG,1693164579
223,holualoa,19.6228,-155.9522,26.42,73,40,2.57,US,1693164579
224,fortuna,40.5982,-124.1573,16.19,96,100,0.0,US,1693164579
225,eraan,9.0629,117.7016,26.18,88,62,5.72,PH,1693164579
226,insar,53.8653,44.3738,13.92,73,100,3.31,RU,1693164579
227,antigonish,45.6169,-61.9986,18.64,97,100,1.34,CA,1693164559
228,mount gambier,-37.8333,140.7667,7.2,96,85,0.33,AU,1693164579
229,banda aceh,5.5577,95.3222,26.67,81,100,4.57,ID,1693164580
230,feodosiya,45.0333,35.3833,24.47,50,0,1.71,UA,1693164580
231,nasir,15.5894,32.5634,33.72,34,22,3.61,SD,1693164580
232,adrar,20.5022,-10.0711,40.39,12,16,2.68,MR,1693164580
233,porto velho,-8.7619,-63.9039,34.03,49,75,1.54,BR,1693164498
234,awjilah,29.1081,21.2869,31.87,28,0,4.78,LY,1693164580
235,chos malal,-37.3781,-70.2709,12.1,24,73,1.68,AR,1693164580
236,betio village,1.358,172.9211,27.02,70,45,2.99,KI,1693164581
237,shenjiamen,29.9576,122.298,27.99,81,99,8.01,CN,1693164581
238,ouargaye,11.5033,0.0572,26.65,76,100,3.0,BF,1693164581
239,yaren,-0.5472,166.916,28.38,75,100,5.24,NR,1693164581
240,nyurba,63.2842,118.3319,12.05,61,0,1.72,RU,1693164581
241,north myrtle beach,33.816,-78.68,35.16,75,0,5.14,US,1693164581
242,anadyr,64.75,177.4833,9.28,81,0,5.0,RU,1693164581
243,palmas,-10.2128,-48.3603,29.93,66,40,3.09,BR,1693164582
244,buka,40.8108,69.1986,18.91,70,93,3.06,UZ,1693164582
245,torit,4.4133,32.5678,24.37,57,4,1.75,SS,1693164582
246,zaterechnyy,44.7931,45.2097,20.62,43,0,4.27,RU,1693164582
247,burgos,42.3394,-3.7079,13.23,76,75,6.17,ES,1693164582
248,brumunddal,60.881,10.9395,12.06,94,100,2.13,NO,1693164582
249,kasane,-17.8167,25.15,25.92,22,1,6.69,BW,1693164582
250,masterton,-40.9597,175.6575,6.05,96,99,1.53,NZ,1693164583
251,bodo,67.28,14.405,17.1,62,0,7.72,NO,1693164583
252,maintirano,-18.0667,44.0167,25.12,76,71,7.82,MG,1693164583
253,petukhovo,55.0692,67.9019,12.59,63,90,3.05,RU,1693164583
254,turpan,42.9333,89.1667,33.81,13,99,1.17,CN,1693164583
255,portland,45.5234,-122.6762,28.53,58,0,3.09,US,1693164315
256,maun,-19.9833,23.4167,19.98,56,0,7.72,BW,1693164583
257,bosobolo,4.1833,19.9,23.25,88,83,1.74,CD,1693164583
258,filadelfia,39.9523,-75.1638,31.26,52,75,3.6,US,1693164522
259,jutai,-5.1833,-68.9,34.94,40,95,1.21,BR,1693164584
260,hauterive,46.0901,3.4459,17.42,53,100,1.81,FR,1693164584
261,arkhangel'sk,64.5401,40.5433,6.99,79,100,1.91,RU,1693164584
262,muli,2.9167,73.5667,28.25,75,49,3.47,MV,1693164584
263,invercargill,-46.4,168.35,1.12,93,68,2.68,NZ,1693164584
264,guiuan,11.0333,125.7247,28.69,75,100,10.68,PH,1693164584
265,imbituba,-28.24,-48.6703,13.63,57,6,5.68,BR,1693164584
266,meulaboh,4.1363,96.1285,25.24,88,100,1.81,ID,1693164584
267,baligang,13.1537,123.6432,24.79,92,100,6.07,PH,1693164585
268,lages,-27.8161,-50.3261,13.73,42,5,1.7,BR,1693164362
269,badger,64.8,-147.5333,17.21,79,20,0.0,US,1693164585
270,pochinki,54.6988,44.8668,14.04,60,100,4.3,RU,1693164585
271,qamdo,31.1667,97.2333,4.81,92,100,1.15,CN,1693164585
272,jacarau,-6.6122,-35.2928,28.29,58,0,5.6,BR,1693164585
273,bel ombre,-4.6167,55.4167,24.91,88,75,6.17,SC,1693164586
274,nouadhibou,20.931,-17.0347,27.99,65,57,9.26,MR,1693164586
275,hithadhoo,-0.6,73.0833,27.53,76,95,2.38,MV,1693164586
276,chiavenna,46.3216,9.3986,21.43,95,100,2.34,IT,1693164586
277,saint-jean-de-monts,46.7833,-2.0667,18.27,76,100,10.32,FR,1693164586
278,onega,63.9061,38.1404,9.86,74,100,1.82,RU,1693164586
279,dogondoutchi,13.6393,4.0287,33.31,45,99,5.33,NE,1693164586
280,newman,37.3138,-121.0208,31.8,10,0,2.97,US,1693164586
281,dunda,-8.1167,34.25,20.78,46,40,1.63,TZ,1693164587
282,happy valley-goose bay,53.3168,-60.3315,13.17,94,100,3.09,CA,1693164587
283,salalah,17.0151,54.0924,27.05,83,75,3.6,OM,1693164587
284,malazgirt,39.1427,42.5401,22.45,27,7,0.65,TR,1693164587
285,barakani,-12.1356,44.4317,24.79,78,0,2.77,KM,1693164587
286,santana,-0.0583,-51.1817,33.1,52,20,4.12,BR,1693164587
287,sisimiut,66.9395,-53.6735,6.79,72,100,16.78,GL,1693164587
288,mugia,43.1041,-9.2179,19.95,76,99,5.89,ES,1693164588
289,rocha,-34.4833,-54.3333,9.93,48,2,4.27,UY,1693164588
290,kiffa,16.6166,-11.4045,39.04,21,66,4.84,MR,1693164588
291,okha,53.5739,142.9478,10.68,88,0,3.56,RU,1693164588
292,mingshui,36.7167,117.5,17.47,94,99,1.56,CN,1693164588
293,laojunmiao,39.8333,97.7333,15.9,35,0,4.8,CN,1693164588
294,saint-francois,46.4154,3.9054,15.69,63,0,2.06,FR,1693164588
295,birao,10.2849,22.7882,25.75,77,99,1.69,CF,1693164588
296,st. john's,47.5649,-52.7093,21.55,77,75,7.72,CA,1693164295
297,athens,37.9795,23.7162,30.1,36,20,0.89,GR,1693164537
298,muang phonsavan,19.45,103.2167,18.69,99,100,0.55,LA,1693164589
299,san andres,12.5847,-81.7006,32.01,70,40,3.09,CO,1693164589
300,kalkaman,51.9525,76.0211,18.77,79,100,1.99,KZ,1693164589
301,umm kaddadah,13.6017,26.6876,31.14,38,60,1.47,SD,1693164589
302,veinticinco de mayo,-35.4323,-60.1727,16.66,29,0,3.13,AR,1693164589
303,hovd,48.0056,91.6419,20.64,29,100,1.85,MN,1693164589
304,neryungri,56.6709,124.6491,8.5,85,3,0.48,RU,1693164590
305,edirne,41.6772,26.556,22.67,62,0,3.36,TR,1693164590
306,robbah,33.2797,6.9098,37.8,12,5,5.28,DZ,1693164590
307,novoagansk,61.9449,76.6625,9.2,93,75,2.7,RU,1693164590
308,westport,41.1415,-73.3579,29.36,66,0,3.09,US,1693164327
309,salamanca,40.8333,-6.0,20.0,33,15,2.97,ES,1693164295
310,arno,60.1167,18.6333,17.1,76,100,2.5,SE,1693164590
311,illizi,26.4833,8.4667,39.89,13,100,2.22,DZ,1693164590
312,ivrea,45.4672,7.8762,20.54,83,100,2.23,IT,1693164590
313,mitsamiouli,-11.3847,43.2844,25.79,79,29,0.79,KM,1693164591
314,stebnyk,49.2942,23.5636,23.2,61,5,2.58,UA,1693164591
315,kayangel,8.0823,134.7173,27.86,83,100,8.26,PW,1693164591
316,harstad,68.799,16.5293,17.67,78,47,4.47,NO,1693164591
317,preston,53.7667,-2.7167,15.74,93,82,3.55,GB,1693164591
318,lauro de freitas,-12.8944,-38.3272,28.01,83,40,4.63,BR,1693164591
319,prado,-17.3411,-39.2208,22.96,94,100,4.44,BR,1693164591
320,afaahiti,-17.75,-149.2833,26.93,67,44,6.99,PF,1693164591
321,puerto deseado,-47.7503,-65.8938,13.13,36,3,11.37,AR,1693164592
322,fisterra,42.9049,-9.2629,19.86,77,97,7.07,ES,1693164592
323,cockburn town,21.4612,-71.1419,28.91,75,0,4.66,TC,1693164412
324,brandywine,38.6968,-76.8477,32.05,60,0,4.12,US,1693164593
325,daru,-9.0763,143.2092,24.1,81,96,7.83,PG,1693164593
326,vila franca do campo,37.7167,-25.4333,24.23,75,83,4.69,PT,1693164593
327,koungou,-12.7336,45.2042,24.84,78,0,3.09,YT,1693164593
328,al jawf,29.5,38.75,30.31,18,0,4.16,SA,1693164594
329,christchurch,-43.5333,172.6333,3.3,84,20,3.6,NZ,1693164236
330,muynoq,43.7683,59.0214,19.23,31,22,3.6,UZ,1693164594
331,luchegorsk,46.4764,134.2569,12.88,94,100,1.06,RU,1693164594
332,loddekopinge,55.7667,13.0167,17.39,80,100,4.41,SE,1693164594
333,kolonia,50.9333,6.95,17.14,74,0,3.6,DE,1693164344
334,glace bay,46.1969,-59.957,21.25,95,100,3.6,CA,1693164453
335,tura,25.5198,90.2201,23.11,95,99,1.95,IN,1693164594
336,ta`u,-14.2336,-169.5144,26.34,78,100,11.4,AS,1693164594
337,greenville,35.6127,-77.3663,31.18,70,75,4.12,US,1693164591
338,mar del plata,-38.0023,-57.5575,14.01,67,20,7.6,AR,1693164595
339,tenango del aire,19.1663,-98.8513,20.68,71,82,0.67,MX,1693164595
340,susuman,62.7833,148.1667,9.06,73,99,0.69,RU,1693164595
341,yuzhno-kurilsk,44.0306,145.8556,19.4,100,100,1.28,RU,1693164595
342,puerto aysen,-45.4,-72.7,6.6,100,100,1.44,CL,1693164595
343,galle,6.0367,80.217,27.27,81,23,4.11,LK,1693164595
344,faya-largeau,17.9257,19.1043,39.85,13,0,3.41,TD,1693164596
345,yabelo,4.8833,38.0833,18.72,39,39,5.73,ET,1693164596
346,ugoofaaru,5.6667,73.0,27.72,78,98,4.03,MV,1693164596
347,constantia,44.1833,28.65,21.5,69,0,1.51,RO,1693164596
348,bakchar,57.0186,82.0711,11.52,97,28,1.75,RU,1693164596
349,opuwo,-18.0607,13.84,24.37,14,0,4.11,NA,1693164596
350,leo,11.1,-2.1,24.35,89,100,2.3,BF,1693164596
351,murud,18.3258,72.965,25.52,83,51,1.4,IN,1693164597
352,sur,22.5667,59.5289,30.77,61,100,3.85,OM,1693164597
353,bamboo flat,11.7,92.7167,26.05,89,40,4.63,IN,1693164597
354,wewak,-3.5534,143.6268,26.1,88,100,4.23,PG,1693164597
355,kem',64.9555,34.5793,10.1,80,100,1.5,RU,1693164597
356,labrador city,52.9463,-66.9114,17.95,36,20,2.06,CA,1693164597
357,cumra,37.5732,32.7745,23.08,38,4,1.39,TR,1693164597
358,al mijlad,11.0333,27.7333,31.63,47,100,0.8,SD,1693164597
359,tuba city,36.135,-111.2399,30.21,27,29,0.65,US,1693164598
360,ust'-uda,54.1742,103.0304,13.78,92,75,1.01,RU,1693164598
361,colonia,50.9333,6.95,17.14,74,0,3.6,DE,1693164344
362,gounou gaya,9.6294,15.5132,24.08,82,82,2.3,TD,1693164598
363,pacific grove,36.6177,-121.9166,27.98,78,0,7.6,US,1693164598
364,crane,31.3974,-102.3501,34.74,32,30,3.02,US,1693164598
365,holmsund,63.706,20.3641,13.97,93,100,3.6,SE,1693164598
366,qalat,32.1058,66.9083,24.63,16,0,1.6,AF,1693164598
367,megarine,33.192,6.087,38.08,13,0,2.57,DZ,1693164599
368,qandala,11.472,49.8728,33.03,53,84,1.86,SO,1693164599
369,chulym,55.0997,80.9572,13.99,89,99,3.14,RU,1693164599
370,tromso,69.6496,18.957,9.01,93,20,5.14,NO,1693164599
371,berdigestyakh,62.0989,126.6992,13.87,75,9,1.27,RU,1693164599
372,midvagur,62.0511,-7.1939,11.46,87,100,3.6,FO,1693164599
373,tamanrasset,22.785,5.5228,31.95,18,40,2.06,DZ,1693164605
374,monte buey,-32.9164,-62.4567,19.43,35,32,2.68,AR,1693164620
375,alexandria,31.2156,29.9553,27.3,69,0,3.75,EG,1693164570
376,bodaybo,57.8506,114.1933,13.83,89,25,0.5,RU,1693164622
377,uruacu,-14.5247,-49.1408,33.44,31,93,2.21,BR,1693164629
378,quba,41.3626,48.5152,17.01,77,0,1.94,AZ,1693164631
379,kapa'a,22.0752,-159.319,28.18,79,40,5.14,US,1693164632
380,fort bragg,35.139,-79.006,35.91,42,20,2.57,US,1693164632
381,trinity beach,-16.7888,145.6968,20.03,94,75,5.66,AU,1693164632
382,ar raqqah,35.95,39.0167,28.68,48,0,9.23,SY,1693164632
383,el granada,37.5027,-122.4694,28.81,71,0,8.75,US,1693164636
384,akaltara,22.0167,82.4333,25.34,75,73,2.61,IN,1693164638
385,brookings,44.3114,-96.7984,25.61,53,0,5.66,US,1693164639
386,basco,20.4487,121.9702,28.32,77,96,4.56,PH,1693164639
387,port isabel,26.0734,-97.2086,37.04,66,0,5.66,US,1693164639
388,nishinoomote,30.7333,131.0,27.43,79,3,4.95,JP,1693164640
389,weno,7.4515,151.8468,28.4,74,100,3.93,FM,1693164640
390,andalgala,-27.5819,-66.3165,17.86,31,0,2.31,AR,1693164640
